=== Tool Life Management ===
Title	Tool Master	Tool Record	Month	Customer Type	Year	No of Parts	Machine clamping force (T)	Tooling cost	Currency	Tool description	Master Type	Warranty (Parts)	Tool Owner	Type of Sprue	Overall Cycle time (s)	Type of press	Standard daily capacity (Parts)	Max daily capacity (Parts)	Part Gross Weight (g)	Part Net Weight (g)	Strip width (mm)	Pitch (mm)	Lead Time (months)	Plant	Tool Type	Plant:Title	Plant:Site	Tool Type:Title	End_of_production	EOP	ID	Created	Modified	MasterRecord	ParentTitle	ToolCurrentStatus	Data	Created By	Modified By	TestCurrency	Property	Part per cycle	PartNumberReference	PartReference	Tool Maker	Warranty Alert	Attachments 
ST-2020-01-50-961					2020	1	961.0	40000	RmB	Terminal B		10000000	DONG YANG			V	54000.0						3.22	AVO Monterrey	Stamping			ST								In use								53-0792			
CP-2020-04-150-962					2020	4	962.0			SEAT RING JONC 19-34-18 NDP (NBR)		400000	CYCLAM			V	576.0							CYCLAM Amiens	Compression			CP								In use											
CP-2020-04-150-963					2020	4	963.0			BELLOWS MEMBRANE 19-34-18 NDP (NBR)		400000	CYCLAM			V	576.0							CYCLAM Amiens	Compression			CP								In use											
TP-2020-08-80-964					2020	8	964.0	59104	USD	Overmolded Brush holder (407)		8000000	MELCO			V								AVO Monterrey	Thermoplastic Injection			TP								Fine tuning											
CP-2021-01-120-965					2021	1	965.0			Plateau thermoformé Back Up Antenna		75000	VALEO			V	1200.0						2.07	AVO El Fahs	Compression			CP								DFM / Kick off								A20000461			
TS-2020-04-200-966					2020	4	966.0	135000	RmB	Brush-Plate		1600000	KINETEC	Cold runner		H	1440.0						3.45	AVO Monterrey	Thermoset Injection			TS								In use								16-0093			
ST-2020-01-110-967					2020	1	967.0	1121	EURO	Ferrule / Anneau exterieure (Inox 409)		10000000	JIANTONG			V	28800.0							CYCLAM Amiens	Stamping			ST								In use											
ST-2020-01-100-968					2020	1	968.0	1000	EURO	Seat / Contre bague brute (Inox 316)		10000000	JIANTONG			H	24000.0							CYCLAM Amiens	Stamping			ST								In use											
ST-2020-01-80-969					2020	1	969.0	2233	EURO	Ferrule / Anneau de membrane (Inox 409)		10000000	JIANTONG			V	28800.0							CYCLAM Amiens	Stamping			ST								In use											
ST-2020-01-125-970					2020	1	970.0	3860	EURO	Retainer / boitier (Inox 409)		10000000	JIANTONG			H	21600.0							CYCLAM Amiens	Stamping			ST								In use											
ST-2021-01-60-971					2021	1	971.0	3860	EURO	Brush Box-base		2000000	KINETEC			V	21600.0						3.22	AVO Monterrey	Stamping			ST								In use								53-0796			
ST-2021-01-45-972					2021	1	972.0	3860	EURO	Brush Box-horizontal wall		2000000	KINETEC			V	21600.0						3.45	AVO Monterrey	Stamping			ST								In use								53-0798			
ST-2021-01-45-973					2021	1	973.0	3860	EURO	Brush Box-vertical wall		2000000	KINETEC			V	21600.0						3.45	AVO Monterrey	Stamping			ST								In use								53-0799			
ST-2021-01-60-974					2021	1	974.0	3860	EURO	Brush Box-Cover		2000000	KINETEC			V	21600.0						3.45	AVO Monterrey	Stamping			ST								In use								53-0800			
CP-2021-01-100-975					2021	1	975.0	2150	EURO	SLIM Elec (Mx deliveries) (ep 1,2) (27 location)		12000	INTEVA			V							2.07	AVO El Fahs	Compression			CP								Production end								A20000308			
TP-2021-04-100-976					2021	4	976.0	20800	USD	Brush plate left		4000000	TRICO	HR on sprue		H	6646.0							AVO Monterrey	Thermoplastic Injection			TP								In use											
TP-2021-02-100-977					2021	2	977.0			Brush holder		2000000	BOSCH	cold sprue		H	2880.0						2.76	AVO Monterrey	Thermoplastic Injection			TP								In use											
ST-2021-01-125-978					2021	1	978.0	3860	EURO	Unitiser sleeve		10000000	JIANTONG			V	21600.0							CYCLAM Amiens	Stamping			ST								In use											
ST-2021-01-125-979					2021	1	979.0	3860	EURO	Unitiser sleeve		10000000	JIANTONG			V	21600.0							CYCLAM Amiens	Stamping			ST								In use											
TP-2021-08-80-980					2021	8	980.0	110000	RmB	Brush holder		8000000	MITSUBISHI	HR on sprue		V	9874.0						3.91	AVO Kunshan	Thermoplastic Injection			TP								In use								O1610003			
TP-2021-08-40-981					2021	8	981.0	200000	RmB	Slinger		8000000	MITSUBISHI	HR on runner		H	10473.0						3.91	AVO Kunshan	Thermoplastic Injection			TP								In use								O1610004			
CP-2021-01-40-982					2021	1	982.0					100000	CYCLAM			V	831.0							CYCLAM Amiens	Compression			CP								DFM / Kick off											
CP-2021-XX-100-983					2021	XX	983.0			Jonc 12 LV (HNBR)		15000000	CYCLAM			V	24000.0							CYCLAM Amiens	Compression			CP								In use											
ST-2021-01-100-984					2021	1	984.0	34200	EURO	Lower brush box		12000000	E-motor			V	35410.0						3.22	AVO Poitiers	Stamping			ST								Fine tuning								A60102200			
ST-2021-01-60-985					2021	1	985.0	21000	EURO	Upper brush box		12000000	E-motor			V	144000.0						3.22	AVO Poitiers	Stamping			ST								Fine tuning								A60102201			
TP-2021-02-60-986					2021	2	986.0	8654	EURO	Retainer		10000000	E-motor	cold sprue		H	2880.0						3.45	AVO Poitiers	Thermoplastic Injection			TP								In use								A60102202			
ST-2021-01-100-987					2021	1	987.0	51000	RmB	Lower brush box		2000000	E-motor			V	43200.0						3.22	AVO Poitiers	Stamping			ST								Fine tuning								A60102200			
ST-2021-01-60-988					2021	1	988.0	40000	RmB	Upper brush box		2000000	E-motor			V	43200.0						3.22	AVO Poitiers	Stamping			ST								Fine tuning								A60102201			
CP-2021-01-100-989					2021	1	989.0	2440	EURO	Plateau alveolé ep 2		200000	E-motor			V	43200.0						1.84	AVO El Fahs	Compression			CP								In use								A20000460			
ST-2021-02-100-990					2021	2	990.0	50000	RmB	Terminal E		80000000	MITSUBISHI			V	172800.0							AVO Kunshan	Stamping			ST								DFM / Kick off								O1620003			
CP-2021-01-80-991					2021	1	991.0	2440	EURO	Contre bague brute 20NCP		200000	COORSTEK			V	43200.0							CYCLAM Amiens	Compression			CP								DFM / Kick off											
CP-2021-01-80-992					2021	1	992.0	6488.6	EURO	Contre bague brute 16 JME		20000000	COORSTEK			V	43200.0							CYCLAM Amiens	Compression			CP								DFM / Kick off											
CP-2021-36-100-993					2021	36	993.0	1400	USD	Below / membrane		2160000	CYCLAM			V	8640.0							CYCLAM Amiens	Compression			CP								DFM / Kick off											
CP-2021-36-100-994					2021	36	994.0			seat / Jonc		2160000	CYCLAM			V	8640.0							CYCLAM Amiens	Compression			CP								DFM / Kick off											
ST-2021-01-125-995					2021	1	995.0	866	EURO	Anneau de membrane		1000000	CYCLAM			V	21600.0							CYCLAM Amiens	Stamping			ST								In use											
TP-2007-04-95-					2007	4				CONNECTEUR MAZDA B2E 10C40 & 10C45		0												AVO El Fahs	Thermoplastic Injection			TP																AA07106025G, AA08106056K			
TS-2021-04-280-996					2021	4	996.0	150000	RmB	Brush holder		2000000	AVO Kunshan	Cold runner		H	2160.0						3.22	AVO Kunshan	Thermoset Injection			TS								Fine tuning								O1810001			
ST-2013-01-25-1008					2013	1	1008.0			Inserts connecteur CMF1		21750000	NIDEC			V	54000.0						2.99	AVO El Fahs	Stamping			ST								In use								A12106528J			
ST-2021-0-0-999					2021	0	999.0			DRIVE BAND		0												CYCLAM Amiens	Stamping			ST																			
ST-2021-0-0-1000					2021	0	1000.0			Brush holder		0												AVO Kunshan	Stamping			ST																O1610001			
TP-2021-04-160-1000					2021	4	1000.0	225000	RmB	Brush holder		4000000	AVO Carbon	HR on part		V	3456.0						3.91	AVO Kunshan	Thermoplastic Injection			TP								Fine tuning								O1610001			
ST-2021-0-0-1001					2021	0	1001.0			Rubber seal		0												AVO Kunshan	Stamping			ST																O2180002			
CP-2021-220-250-1001					2021	220	1001.0	9500	RmB	Rubber seal		5830000	AVO carbon			V	31680.0						2.53	AVO Kunshan	Compression			CP								DFM / Kick off								O2180002			
CP-2021-16-300-1002					2021	16	1002.0	1200	USD	Membrane / BELLOWS		32000	CYCLAM			V	2765.0							CYCLAM Amiens	Compression			CP								DFM / Kick off											
CP-2021-16-250-1003					2021	16	1003.0			Jonc / CUP RING		32000	CYCLAM			V	3142.0							CYCLAM Amiens	Compression			CP								DFM / Kick off											
ST-2021-01-60-999					2021	1	999.0	1070	EURO	Drive Band		6000	CYCLAM			V	4320.0							CYCLAM Amiens	Stamping			ST								In use											
ST-2022-0-0-1004					2022	0	1004.0			SEAL NEM2		0												AVO El Fahs	Stamping			ST																A60100058			
CP-2022-70-250-1004					2022	70	1004.0	3100	EURO	SEAL		7000000	INTEVA			V	13745.0						2.3	AVO El Fahs	Compression			CP								In use								A60100058			
ST-2022-0-0-1006					2022	0	1006.0			Shell upper & lower		0												AVO Kunshan	Stamping			ST																D02180058			
TP-2022-02-50-1006					2022	2	1006.0	9800	RmB	Shell upper & lower		10000000	AVO Kunshan	Cold sprue		H	4800.0						3.45	AVO Kunshan	Thermoplastic Injection			TP								In use								A12130028			
ST-2022-0-0-1007					2022	0	1007.0			Shell upper & lower		0												AVO Kunshan	Stamping			ST																A12130017			
TP-2022-02-50-1007					2022	2	1007.0	10600	RmB	Shell upper & lower		10000000	AVO Kunshan	Cold sprue		H	4800.0						2.76	AVO Kunshan	Thermoplastic Injection			TP								In use								A12130017			
TP-2022-08-120-1005					2022	8	1005.0	120000	EURO	CbX NEM 2 AD		16000000	INTEVA	HR direct on part		H	14400.0						4.83	AVO El Fahs	Thermoplastic Injection			TP								Fine tuning								A60110816			
TS-2022-24-120-1009					2022	24	1009.0			NIPPEL		6000000	AVO Frankfurt	Cold runner		H	25920.0						3.45	AVO Tianjin	Thermoset Injection			TS								In use								17054			
ST-2022-01-80-1010					2022	1	1010.0	3400	USD	Left hand leadframe (blanck stamping)		6000000	TRICO			V	43200.0						2.99	AVO Monterrey	Stamping			ST								Mold scraped								53-0820			
ST-2022-01-10-1011					2022	1	1011.0			Left hand leadframe (bending)		6000000	TRICO			V	43200.0							AVO Monterrey	Stamping			ST								Mold scraped											
TP-2022-04-100-1012					2022	4	1012.0	38700	USD	Brush holder F552		4000000	TRICO	HR on sprue		V	2880.0							AVO Monterrey	Thermoplastic Injection			TP								Mold scraped											
TP-2022-08-65-1013					2022	8	1013.0	14850	EURO	Wear insert		2400000	AVO Carbon France	Cold sprue		H	8640.0							AVO Kunshan	Thermoplastic Injection			TP								Fine tuning											
ST-2022-0-0-1014					2022	0	1014.0			Brush box		0												AVO El Fahs	Stamping			ST																A60101911			
ST-2022-01-80-1014					2022	1	1014.0	39000	EURO	Brush Box (reversible version)		5000000	VALEO			V	108000.0						4.14	AVO El Fahs	Stamping			ST								In use								A60101911			
ST-2022-01-80-1015					2022	1	1015.0	39000	EURO	Brush box (continu version)		60000000	VALEO			V	108000.0						4.14	AVO El Fahs	Stamping			ST								In use								A60101924			
ST-2022-01-80-1017					2022	1	1017.0			SMART Motor PCB		0												AVO Kunshan	Stamping			ST																			
ST-2022-06-80-1017					2022	6	1017.0	8000	RmB	SMART Motor PCB 		1200000	AVO Carbon			V	259200.0						2.99	AVO Kunshan	Stamping			ST								DFM / Kick off								S11330023			
ST-2022-0-0-1018					2022	0	1018.0			PCB common choke		0												AVO Kunshan	Stamping			ST																P9023			
ST-2022-06-150-1018					2022	6	1018.0	4500	RmB	PCB common choke		600000	MAHLE			V	129600.0						2.76	AVO Kunshan	Stamping			ST								DFM / Kick off								P9023			
ST-2022-06-150-1019					2022	6	1019.0	4501	RmB	PCB common choke		600000	MAHLE			V	129600.0						2.76	AVO Kunshan	Stamping			ST								DFM / Kick off								P9025			
ST-2022-06-150-1020					2022	6	1020.0			PCB common choke		600000	MAHLE			V	129600.0						2.76	AVO Kunshan	Stamping			ST								DFM / Kick off								P9034			
ST-2022-08-150-1021					2022	8	1021.0	3540	RmB	PCB CMC#5_BASE		600000	MAHLE			V	230400.0						2.99	AVO Kunshan	Stamping			ST								DFM / Kick off								P9038			
TP-2022-08-120-1022					2022	8	1022.0	76500	EURO	Brush plate continu		12000000	VALEO	HR direct on part		H	15709.0						4.37	AVO El Fahs	Thermoplastic Injection			TP								Fine tuning								A60101920, A60101910			
TP-2022-04-100-1023					2022	4	1023.0	3500	RmB	Half#1 casing Core GR4210		1200000	MAHLE	cold runner		H	6171.0						2.53	AVO Kunshan	Thermoplastic Injection			TP								DFM / Kick off								462515-1			
TP-2022-04-100-1024					2022	4	1024.0	3500	RmB	Half#2 casing Core GR4210		1200000	MAHLE	Cold sprue		H	6171.0						2.53	AVO Kunshan	Thermoplastic Injection			TP								DFM / Kick off								462515-2			
TP-2022-12-100-1025					2022	12	1025.0	3000	RmB	Separator casing Core GR4210		3600000	MAHLE	Cold sprue		H	18514.0						2.53	AVO Kunshan	Thermoplastic Injection			TP								DFM / Kick off								462515-3			
ST-2022-01-25-1026					2022	1	1026.0	3400	EURO	Terminal back up antenna		30000000	AVO			H	43200.0						2.99	AVO El Fahs	Stamping			ST								DFM / Kick off								A60102102			
TP-2009-16-100-1028					2009	16	1028.0			SLEEVE		16000000	TI	Cold sprue		H	25600.0						3.68	AVO Monterrey	Thermoplastic Injection			TP								In use								50-0579			
TP-2022-04-100-1029					2022	4	1029.0	23500	USD	Housing		4000000	BOSCH	HR on sprue		H	12343.0						2.76	AVO Monterrey	Thermoplastic Injection			TP								DFM / Kick off								50-0656			
TP-2022-04-100-1030					2022	4	1030.0			Cover		4000000	BOSCH	HR on sprue		H	12343.0						2.99	AVO Monterrey	Thermoplastic Injection			TP								DFM / Kick off								50-0657			
TP-2022-01-80-1031					2022	1	1031.0	12000	RmB	Set of 3 parts (casing - plate - separator)		1200000	MAHLE	Cold sprue		H	3600.0						2.76	AVO Kunshan	Thermoplastic Injection			TP								DFM / Kick off								453015			
TP-2022-02-50-1032					2022	2	1032.0	12000	RmB	Set of 3 parts (shell - plate - separator)		1200000	MAHLE	Cold sprue		H	3600.0						2.76	AVO Kunshan	Thermoplastic Injection			TP								DFM / Kick off								453016			
TP-2022-02-50-1033					2022	2	1033.0	4800	RmB	Top shell		2000000	MAHLE	Cold sprue		H	4320.0						2.53	AVO Kunshan	Thermoplastic Injection			TP								DFM / Kick off								23-34-8-1			
TP-2022-02-50-1034					2022	2	1034.0	3000	RmB	Bottom Shell		2000000	MAHLE	Cold sprue		H	4320.0						2.53	AVO Kunshan	Thermoplastic Injection			TP								DFM / Kick off								23-34-8-2			
TP-2022-02-50-1035					2022	2	1035.0	1800	RmB	Separator		2000000	MAHLE	Cold sprue		H	5760.0						2.53	AVO Kunshan	Thermoplastic Injection			TP								DFM / Kick off								23-34-8-3			
TP-2022-02-50-1036					2022	2	1036.0	5200	RmB	Top Shell		2000000	MAHLE	Cold sprue		H	4320.0						2.53	AVO Kunshan	Thermoplastic Injection			TP								DFM / Kick off								28-43-12-1			
TP-2022-02-50-1037					2022	2	1037.0	3200	RmB	Bottom Shell		2000000	MAHLE	Cold sprue		H	4320.0						2.53	AVO Kunshan	Thermoplastic Injection			TP								DFM / Kick off								28-43-12-2			
TP-2022-02-50-1038					2022	2	1038.0	1900	RmB	Separator		2000000	MAHLE	Cold sprue		H	5760.0						2.53	AVO Kunshan	Thermoplastic Injection			TP								DFM / Kick off								28-43-12-3			
TP-2022-02-60-1039					2022	2	1039.0	12000	RmB	Plastic shell		600000	MAHLE	Cold sprue		H	3323.0						2.76	AVO Kunshan	Thermoplastic Injection			TP								DFM / Kick off											
ST-2022-08-150-1040					2022	8	1040.0			Printed Circuit Board		6400000	MAHLE			V	20329.0						2.76	AVO Kunshan	Stamping			ST								DFM / Kick off											
TP-2022-02-150-1041					2022	2	1041.0	23550	USD	Base plate		1600000	BOSCH	Cold sprue		H	3086.0						3.22	AVO Monterrey	Thermoplastic Injection			TP								In use								50-0753			
ST-2022-01-40-1045					2022	1	1045.0	2623,46	USD	Brush Box sub-assy		400000	KINETEC			V	10800.0							AVO Monterrey	Stamping			ST								DFM / Kick off											
ST-2022-01-80-1046					2022	1	1046.0	4475,31	USD	BrushBox Base		800000	KINETEC			V	36000.0						3.22	AVO Monterrey	Stamping			ST								DFM / Kick off								53-0802			
ST-2022-01-80-1047					2022	1	1047.0	5709,88	USD	Brush box upper		800000	KINETEC			V	36000.0						3.22	AVO Monterrey	Stamping			ST								DFM / Kick off								53-0803			
ST-2022-0-0-1048					2022	0	1048.0			Brush box sub assy		0												AVO Monterrey	Stamping			ST																			
ST-2022-01-40-1048					2022	1	1048.0	2623,46	USD	Brush box sub assy		400000	KINETEC			V	10800.0							AVO Monterrey	Stamping			ST								DFM / Kick off											
ST-2022-01-80-1049					2022	1	1049.0	2380	USD	Brush Box base		800000	KINETEC	Cold sprue		V	36000.0						3.22	AVO Monterrey	Stamping			ST								DFM / Kick off								53-0796			
ST-2022-01-80-1050					2022	1	1050.0	4629,6	USD	Brush box upper		800000	KINETEC			V	36000.0						3.22	AVO Monterrey	Stamping			ST								DFM / Kick off								53-0797			
TP-2022-04-50-1051					2022	4	1051.0	21370	EURO	Isolator CMC DCLV OBC2P		4000000	MAHLE	Cold sprue		H	11520.0						2.53	AVO El Fahs	Thermoplastic Injection			TP								In use								A14396733			
ST-2012-01-60-1042					2012	1	1042.0			Lead frame TRICO		5000000	TRICO			V	21600.0						2.99	AVO Monterrey	Stamping			ST								In use								50-0771 (ST)			
ST-2012-01-60-1043					2012	1	1043.0			Lead frame TRICO		5000000	TRICO			V	14400.0						2.99	AVO Monterrey	Stamping			ST								In use								50-0771			
TP-2022-08-120-1044					2022	8	1044.0	100000	EURO	Commutator Housing SIM2 (AS)		16000000	INTEVA	HR direct on part		H	20329.0						4.83	AVO El Fahs	Thermoplastic Injection			TP								In use								A60110819			
ST-1995-04-35-173					1995	4	173.0			SUPPORT A BORNE PR/GR 24V NOIR		80000000	VALEO			V	288000.0						2.99	AVO El Fahs	Stamping			ST								Mold scraped											
TP-1995-16-50-173					1995	16	173.0			SUPPORT A borne PR/GR 24V NOIR		24000000	VALEO	Cold runner		V	34560.0						2.99	AVO El Fahs	Thermoplastic Injection			TP								Production end								A53350796			
ST-2022-01-40-1052					2022	1	1052.0	65000	RmB	Brush box		10000000	NIDEC			V	43200.0						4.14	AVO Kunshan	Stamping			ST								In use								N111200001			
ST-2022-01-40-1053					2022	1	1053.0	9700	USD	Terminal A		10000000	Dong Yang			V	43200.0						2.99	AVO Monterrey	Stamping			ST								DFM / Kick off								53-0826			
ST-2022-01-40-1054					2022	1	1054.0	4300	USD	Terminal B		10000000	Dong Yang			V	43200.0						2.99	AVO Monterrey	Stamping			ST								DFM / Kick off								53-0827			
ST-2022-01-40-1055					2022	1	1055.0	4000	USD	Terminal C		10000000	Dong Yang			V	43200.0						2.99	AVO Monterrey	Stamping			ST								DFM / Kick off								53-0828			
ST-2022-01-40-1056					2022	1	1056.0			Terminal D		10000000	Dong Yang			V	43200.0						2.99	AVO Monterrey	Stamping			ST								DFM / Kick off								53-0829			
ST-2022-01-80-1059					2022	1	1059.0	3400	USD	Contact plate		10000000	Dong Yang			V	43200.0						3.45	AVO Monterrey	Stamping			ST								DFM / Kick off								53-0831			
ST-2022-01-80-1058					2022	1	1058.0	3400	USD	Terminal E		10000000	Dong Yang			V	43200.0						2.99	AVO Monterrey	Stamping			ST								DFM / Kick off								53-0830			
TP-2022-04-80-1057					2022	4	1057.0			Brush holder unit		4000000	Dong Yang	HR on sprue		V	5400.0						2.99	AVO Monterrey	Thermoplastic Injection			TP								In use											
TS-2011-24-150-1060					2011	24	1060.0	3155	EURO	Jonc - Cup		75000	CYCLAM	Cold runner		V	5184.0							CYCLAM Amiens	Thermoset Injection			TS								In use											
TS-2022-24-150-1061					2022	24	1061.0	3155	EURO	Jonc - Cup		75000	CYCLAM	Cold runner		V	5184.0							CYCLAM Amiens	Thermoset Injection			TS								DFM / Kick off											
ST-1999-01-5-1062					1999	1	1062.0			LH LEAD FRAME WITH GROUND(NEW) (separation)		50000000	VALEO			V	36000.0							AVO Monterrey	Stamping			ST								In use											
ST-1999-01-5-1063					1999	1	1063.0			RH LEAD FRAME WITH GROUND(NEW) (separation)		50000000	VALEO			V	36000.0							AVO Monterrey	Stamping			ST								In use											
ST-2023-01-80-1063					2023	1	1063.0	41000	RmB	Terminal		10000000	BYD			V	21600.0						2.99	AVO Kunshan	Stamping			ST								In use								B32370002, B32370003			
TP-2023-08-180-1064					2023	8	1064.0	90000	RmB	Motor anti jamming shell		8000000	BYD	HR on sprue		H	13824.0						3.68	AVO Kunshan	Thermoplastic Injection			TP								Fine tuning								B32310001			
ST-2023-01-80-1065					2023	1	1065.0	24000	RmB	Terminal right		10000000	BYD			V	21600.0						2.99	AVO Kunshan	Stamping			ST								In use								B32370003, B32370002			
ST-2023-01-80-1066					2023	1	1066.0	41000	RmB	Grounding blade		10000000	BYD			V	21600.0						3.45	AVO Kunshan	Stamping			ST								DFM / Kick off								B32370001			
CP-2010-01-120-1067					2010	1	1067.0	4500	EURO	Rondelle de frottement		10000000	CYCLAM			V	2040.0							CYCLAM Amiens	Compression			CP								DFM / Kick off											
ST-2023-0-0-1068					2023	0	1068.0					0												CYCLAM Amiens	Stamping			ST																			
ST-2023-01-80-1068					2023	1	1068.0	2250	EURO	Anneau de membrane		5000000	CYCLAM			V	8571.0							CYCLAM Amiens	Stamping			ST								In use											
ST-2023-01-80-1069					2023	1	1069.0	1130	EURO	Entretoise		2000000	CYCLAM			V	2857.0							CYCLAM Amiens	Stamping			ST								In use											
TP-2023-08-120-1070					2023	8	1070.0	515300	RmB	Collector box no dust		16000000	INTEVA	HR direct on part		H	16457.0							AVO Kunshan	Thermoplastic Injection			TP								Production end											
ST-2023-01-60-1071					2023	1	1071.0	5900	USD	TERMINAL CONNECT A		10000000	Dong Yang			V	36000.0						3.22	AVO Monterrey	Stamping			ST								DFM / Kick off								53-0832			
ST-2023-01-60-1072					2023	1	1072.0	6400	USD	TERMINAL Connect B		10000000	DY			V	36000.0						3.22	AVO Monterrey	Stamping			ST								DFM / Kick off								53-0833			
ST-2023-01-60-1073					2023	1	1073.0	7800	USD	BrushBox		10000000	DY			V	36000.0						4.14	AVO Monterrey	Stamping			ST								DFM / Kick off								53-0834			
TS-2023-04-50-1074					2023	4	1074.0	3700	USD	Graphit Bearing		1600000	AVO Carbon Plast	Cold sprue		H	7855.0						4.37	AVO El Fahs	Thermoset Injection			TS								Fine tuning											
TP-2023-04-90-1075					2023	4	1075.0	16000	USD	Bearing Sheet		4000000	DY Auto Mexico 	Cold sprue		H	6400.0							AVO Monterrey	Thermoplastic Injection			TP								In use											
ST-2012-01-60-1076					2012	1	1076.0			Contact plate		10000000	VALEO			V	36000.0						3.45	AVO Kunshan	Stamping			ST								In use								A10220005			
ST-2014-01-60-1077					2014	1	1077.0			PFC terminal		10000	Dong Yang			V	36000.0						3.45	AVO Kunshan	Stamping			ST								In use								D11320013			
ST-2014-01-60-1078					2014	1	1078.0			PFC terminal		1000000	Dong Yang			V	36000.0						3.45	AVO Kunshan	Stamping			ST								In use								D11320014			
ST-2015-01-60-1079					2015	1	1079.0			Brush box		10000000	Dong Yang			V	36000.0						3.45	AVO Kunshan	Stamping			ST								In use								D11520001			
ST-2013-01-60-1080					2013	1	1080.0			Brush Box A		10000000	UP28			V	36000.0						3.22	AVO Kunshan	Stamping			ST								In use								D21220007			
ST-2014-01-60-1081					2014	1	1081.0			Brush Box B		10000000	UP28			V	36000.0						3.22	AVO Kunshan	Stamping			ST								In use								D21220007			
ST-2014-01-60-1082					2014	1	1082.0			Copper plate		10000000	UP28			V	36000.0						3.45	AVO Kunshan	Stamping			ST								In use								D21220008			
ST-2014-01-60-1083					2014	1	1083.0			Terminal-Female		10000000	VALEO			V	36000.0						3.45	AVO Kunshan	Stamping			ST								In use								V11460001			
ST-2015-01-60-1084					2015	1	1084.0			LEAD FRAME		10000000	VALEO			V	36000.0						3.45	AVO Kunshan	Stamping			ST								In use								V11520001			
ST-2017-01-60-1085					2017	1	1085.0			Terminal-Fe		10000000	VALEO			V	36000.0						3.45	AVO Kunshan	Stamping			ST								In use								V11620001			
ST-2017-01-60-1086					2017	1	1086.0			Brush box		10000000	VALEO			V	36000.0						3.45	AVO Kunshan	Stamping			ST								In use								V11620002			
ST-2014-01-60-1087					2014	1	1087.0			Brush box		10000000	VALEO			V	54000.0						3.45	AVO Kunshan	Stamping			ST								In use								A60110800			
TS-2023-04-50-1088					2023	4	1088.0	5800	USD	Graphit Bearing		1600000	Midwest Molding, Inc	Cold sprue		H	9600.0							AVO Monterrey	Thermoset Injection			TS								Production end											
ST-2023-02-80-1090					2023	2	1090.0	11410	USD	Brush Holder Stay		300000	DONG YANG			V	86400.0						3.45	AVO Monterrey	Stamping			ST								Fine tuning											
TP-2023-08-110-1091					2023	8	1091.0	11266	USD	Solenoid coil		8000000	KOSTAL	Cold sprue		H	15026.0						2.99	AVO Monterrey	Thermoplastic Injection			TP								Fine tuning								16-0114			
ST-2023-01-30-1092					2023	1	1092.0	40000	RmB	Right terminal		10000000	KOSTAL			V	54000.0						2.76	AVO Monterrey	Stamping			ST								Fine tuning								53-0841			
ST-2023-01-30-1093					2023	1	1093.0	30000	RmB	Top cover		10000000	KOSTAL			V	54000.0						2.76	AVO Monterrey	Stamping			ST								Fine tuning								53-0839			
ST-2023-01-30-1094					2023	1	1094.0	4200	USD	Lower cover		10000000	KOSTAL			V	54000.0						2.76	AVO Monterrey	Stamping			ST								Fine tuning								53-0837			
ST-2023-01-50-1095					2023	1	1095.0	7000	USD	Shield		10000000	KOSTAL			V	43200.0						2.76	AVO Monterrey	Stamping			ST								Fine tuning								53-0838			
CP-2010-01-30-1096					2010	1	1096.0			D16		10000000	CYCLAM			V	144.0							CYCLAM Amiens	Compression			CP								In use											
CP-2010-01-50-1097					2010	1	1097.0					10000000	CYCLAM			V	144.0							CYCLAM Amiens	Compression			CP								In use											
CP-2010-01-50-1098					2010	1	1098.0					10000000	CYCLAM			V	144.0							CYCLAM Amiens	Compression			CP								In use											
CP-2010-01-50-1099					2010	1	1099.0					10000000	CYCLAM			V	144.0							CYCLAM Amiens	Compression			CP								In use											
CP-2010-01-50-1100					2010	1	1100.0					10000000	CYCLAM			V								CYCLAM Amiens	Compression			CP								In use											
CP-2010-01-50-1101					2010	1	1101.0					10000000	CYCLAM			V	144.0							CYCLAM Amiens	Compression			CP								In use											
CP-2010-01-50-1102					2010	1	1102.0					10000000	CYCLAM	Cold sprue		V	65.0							CYCLAM Amiens	Compression			CP								In use											
CP-2010-01-50-1103					2010	1	1103.0					10000000	CYCLAM			V	72.0							CYCLAM Amiens	Compression			CP								In use											
CP-2010-01-50-1104					2010	1	1104.0					10000000	CYCLAM			V	72.0							CYCLAM Amiens	Compression			CP								In use											
CP-2010-01-50-1105					2010	1	1105.0					10000000	CYCLAM			V	72.0							CYCLAM Amiens	Compression			CP								In use											
CP-2010-01-50-1106					2010	1	1106.0					10000000	CYCLAM			V	144.0							CYCLAM Amiens	Compression			CP								In use											
CP-2010-01-50-1107					2010	1	1107.0					10000000	CYCLAM			V	72.0							CYCLAM Amiens	Compression			CP								In use											
CP-2010-01-50-1108					2010	1	1108.0					10000000	CYCLAM			V	72.0							CYCLAM Amiens	Compression			CP								In use											
CP-2010-01-50-1109					2010	1	1109.0					10000000	CYCLAM			V	144.0							CYCLAM Amiens	Compression			CP								In use											
CP-2010-01-50-1110					2010	1	1110.0					10000000	CYCLAM	Cold sprue		V	72.0							CYCLAM Amiens	Compression			CP								In use											
CP-2010-01-50-1111					2010	1	1111.0					10000000	CYCLAM			V	144.0							CYCLAM Amiens	Compression			CP								In use											
CP-2010-01-50-1112					2010	1	1112.0					10000000	CYCLAM	Cold sprue		V	144.0							CYCLAM Amiens	Compression			CP								In use											
CP-2010-01-50-1113					2010	1	1113.0					10000000	CYCLAM			V	144.0							CYCLAM Amiens	Compression			CP								In use											
